選舉類型,選區,候選人,推薦政黨
村里長,臺中市潭子區潭北里,林俊堂,無
村里長,臺中市潭子區頭家里,黃聖明,中國國民黨
村里長,臺中市潭子區甘蔗里,黃正堯,中國國民黨
村里長,臺中市潭子區大富里,林啓彬,無
村里長,臺中市潭子區嘉仁里,林瑞文,無
村里長,臺中市潭子區新田里,吳政潭,無
村里長,臺中市大雅區大雅里,李玲珍,無
村里長,臺中市大雅區橫山里,張聖河,無
村里長,臺中市大雅區三和里,廖顯彬,中國國民黨
村里長,臺中市大雅區西寶里,劉孝民,無
村里長,臺中市大雅區上楓里,鄧兆堂,無
村里長,臺中市大雅區四德里,呂啟勳,無
村里長,臺中市新社區復盛里,柯廷蓁,無
村里長,臺中市新社區中正里,張鳳梅,無
村里長,臺中市新社區月湖里,高清源,無
村里長,臺中市新社區協成里,王再興,無
村里長,臺中市新社區中和里,鄭文章,無
村里長,臺中市石岡區九房里,張鴻斌,民主進步黨
村里長,臺中市石岡區龍興里,黃清標,無
村里長,臺中市石岡區和盛里,何賴財桂,無
村里長,臺中市外埔區六分里,劉黃碧霞,無
村里長,臺中市外埔區大同里,林益年,無
村里長,臺中市外埔區馬鳴里,顏慶慰,無
村里長,臺中市大安區南埔里,林恭,無
村里長,臺中市大安區南庄里,陳炳煌,無
村里長,臺中市大安區中庄里,莊明堯,無
村里長,臺中市大安區福興里,林正岳,無
村里長,臺中市大安區東安里,黃為德,無
村里長,臺中市大安區海墘里,王勝宗,無
村里長,臺中市大安區西安里,紀木淵,無
村里長,臺中市烏日區三和里,楊添和,無
村里長,臺中市烏日區榮泉里,何聰智,無
村里長,臺中市烏日區前竹里,林東潭,無
村里長,臺中市烏日區光明里,賴信忠,無
村里長,臺中市烏日區北里里,魏周森,無
村里長,臺中市烏日區南里里,蔡敏陽,無
村里長,臺中市大肚區營埔里,楊宗吉,無
村里長,臺中市大肚區社腳里,陳榮銀,無
村里長,臺中市大肚區大東里,趙政忠,無
村里長,臺中市大肚區大肚里,陳銘潭,無
村里長,臺中市大肚區永和里,劉文芳,無
村里長,臺中市大肚區頂街里,陳武徹,無
村里長,臺中市大肚區自強里,林順安,中國國民黨
村里長,臺中市龍井區竹坑里,許麗珠,無
村里長,臺中市龍井區田中里,張文慶,無
村里長,臺中市龍井區龍津里,張坤雄,無
村里長,臺中市龍井區龍崗里,林朝清,無
村里長,臺中市龍井區新庄里,陳進爵,無
村里長,臺中市龍井區新東里,劉克俊,無
村里長,臺中市霧峰區錦榮里,張永昇,無
村里長,臺中市霧峰區四德里,紀天富,無
村里長,臺中市霧峰區五福里,陳岳彬,無
村里長,臺中市霧峰區萬豐里,林麗真,無
村里長,臺中市霧峰區舊正里,張國財,無
村里長,臺中市霧峰區六股里,王原祥,無
村里長,臺中市太平區中平里,林碧森,無
村里長,臺中市太平區中興里,林阿爐,無
村里長,臺中市太平區建國里,江德海,中國國民黨
村里長,臺中市太平區宜欣里,楊登圳,中國國民黨
村里長,臺中市太平區中山里,閻泰利,中國國民黨
村里長,臺中市太平區光華里,黃鐵騫,無
村里長,臺中市太平區新光里,游癸龍,無
村里長,臺中市太平區新福里,李子濬,無
村里長,臺中市太平區東汴里,呂坤龍,無
村里長,臺中市太平區光隆里,張雅芳,無
村里長,臺中市太平區黃竹里,林元成,無
村里長,臺中市太平區東和里,賴來旺,無
村里長,臺中市太平區中政里,林宗慶,無
村里長,臺中市太平區平安里,施秀彩,無
村里長,臺中市太平區建興里,胡長志,中國國民黨
村里長,臺中市太平區新高里,江姿樺,無
村里長,臺中市太平區宜佳里,張麗眞,無
村里長,臺中市太平區宜昌里,林進發,無
村里長,臺中市太平區光明里,胥樹文,中國國民黨
村里長,臺中市太平區豐年里,劉盈欣,無
村里長,臺中市太平區福隆里,黃楷能,無
村里長,臺中市大里區大里里,李錫全,無
村里長,臺中市大里區樹王里,陳俞樺,無
村里長,臺中市大里區日新里,顏子,無
村里長,臺中市大里區大元里,林瑞興,無
村里長,臺中市大里區夏田里,曾盛琪,無
村里長,臺中市大里區塗城里,黃仁耀,中國國民黨
村里長,臺中市大里區東湖里,何天祿,無
村里長,臺中市大里區西湖里,賴加彬,無
村里長,臺中市大里區國光里,魏益川,無
村里長,臺中市大里區仁德里,林志忠,無
村里長,臺南市新營區忠政里,程崑藤,中國國民黨
村里長,臺南市新營區大宏里,蔡崇名,中國國民黨
村里長,臺南市新營區中營里,蔡牧謙,無
村里長,臺南市新營區土庫里,林旭清,無
村里長,臺南市新營區興業里,蔡利發,無
村里長,臺南市新營區民生里,陳慶祥,無
村里長,臺南市新營區五興里,郭茂松,無
村里長,臺南市新營區姑爺里,王月順,無
村里長,臺南市新營區新北里,陳登山,無
村里長,臺南市新營區新南里,沈崑寶,無
村里長,臺南市新營區永平里,陳國安,無
村里長,臺南市鹽水區水秀里,顏秀盆,無
村里長,臺南市鹽水區歡雅里,趙榮其,無
村里長,臺南市鹽水區義中里,陳續賢,無
村里長,臺南市白河區永安里,葉辛芳,無
村里長,臺南市白河區外角里,盛偉崇,無
村里長,臺南市白河區崁頭里,陳惠君,無
村里長,臺南市白河區六溪里,鐘德銘,無
村里長,臺南市白河區大竹里,陳國禎,無
村里長,臺南市白河區昇安里,張春美,無
村里長,臺南市柳營區八翁里,林靜芳,無
村里長,臺南市柳營區重溪里,蔡明宏,無
村里長,臺南市柳營區神農里,蔡明燈,無
村里長,臺南市柳營區旭山里,張文獻,無
村里長,臺南市後壁區後壁里,陳志成,無
村里長,臺南市後壁區土溝里,林木己,無
村里長,臺南市後壁區新東里,徐育新,無
村里長,臺南市後壁區福安里,林明智,無
村里長,臺南市後壁區菁豐里,楊玉年,無
村里長,臺南市東山區東山里,卓睿杰,無
村里長,臺南市東山區東中里,蘇木武,無
村里長,臺南市東山區東正里,蘇明田,無
村里長,臺南市東山區三榮里,白進德,無
村里長,臺南市東山區大客里,楊蒼文,無
村里長,臺南市東山區南溪里,洪志忠,無
村里長,臺南市東山區東原里,葉孟亮,無
村里長,臺南市東山區嶺南里,陳慶銘,無
村里長,臺南市東山區高原里,羅献龍,無
村里長,臺南市麻豆區東角里,林釗洧,無
村里長,臺南市麻豆區晋江里,榮志強,無
村里長,臺南市麻豆區中興里,吳振和,無
村里長,臺南市麻豆區興農里,孫施秀蘭,無
村里長,臺南市麻豆區油車里,施福春,無
村里長,臺南市麻豆區埤頭里,李開通,無
村里長,臺南市麻豆區港尾里,蔡淑綢,無
村里長,臺南市麻豆區麻口里,鍾慧琴,無
村里長,臺南市麻豆區安正里,李勝忠,無
村里長,臺南市麻豆區井東里,王進文,無
村里長,臺南市麻豆區清水里,李勝平,無
村里長,臺南市下營區下營里,姜協成,無
村里長,臺南市下營區後街里,洪丙丁,無
村里長,臺南市下營區大吉里,李宗益,無
村里長,臺南市下營區紅甲里,顏榮泰,無
村里長,臺南市六甲區六甲里,李鴻榮,無
村里長,臺南市六甲區甲南里,劉國賢,無
村里長,臺南市六甲區七甲里,蔡淵湶,無
村里長,臺南市六甲區水林里,李宗霖,無
村里長,臺南市官田區二鎮里,陳麒麟,無
村里長,臺南市官田區隆本里,陳果生,無
村里長,臺南市官田區烏山頭里,胡宏孟,無
村里長,臺南市大內區石湖里,陳燕姿,無
村里長,臺南市大內區石林里,楊士人,無
村里長,臺南市大內區內江里,陳俊佑,無
村里長,臺南市大內區環湖里,陳義男,無
村里長,臺南市大內區曲溪里,楊春寶,無
村里長,臺南市佳里區忠仁里,楊林錦鴦,無
村里長,臺南市佳里區鎮山里,陳信祿,無
村里長,臺南市佳里區六安里,林佩玲,無
村里長,臺南市佳里區佳化里,張清水,無
村里長,臺南市佳里區子龍里,謝清安,無
村里長,臺南市佳里區營溪里,莊榮堯,無
村里長,臺南市學甲區仁得里,林嘉雄,無
村里長,臺南市學甲區光華里,邱益在,無
村里長,臺南市學甲區秀昌里,謝金雀,無
村里長,臺南市學甲區豐和里,賴清田,無
村里長,臺南市學甲區平和里,陳學先,無
村里長,臺南市學甲區新達里,陳敏男,無
村里長,臺南市學甲區大灣里,王登教,無
村里長,臺南市學甲區中洲里,林清發,無
村里長,臺南市西港區西港里,徐國安,無
村里長,臺南市西港區南海里,黃光暉,無
村里長,臺南市西港區港東里,方郭秀雲,無
村里長,臺南市西港區,謝文賢,無
村里長,臺南市西港區營西里,方世雄,無
村里長,臺南市西港區金砂里,黃金清,無
村里長,臺南市西港區永樂里,郭吉山,無
村里長,臺南市西港區新復里,黃國文,無
村里長,臺南市西港區慶安里,吳明欽,無
村里長,臺南市七股區西寮里,柯勝强,無
村里長,臺南市七股區龍山里,王文財,無
村里長,臺南市七股區七股里,黃進士,無
村里長,臺南市七股區玉成里,陳國慶,無
村里長,臺南市七股區樹林里,黃寶田,無
村里長,臺南市七股區中寮里,許全田,無
村里長,臺南市七股區竹橋里,郭信忠,無
村里長,臺南市七股區義合里,黃文乾,無
村里長,臺南市七股區永吉里,莊弘松,無
村里長,臺南市七股區三股里,黃仙立,無
村里長,臺南市將軍區廣山里,吳泰源,無
村里長,臺南市將軍區長沙里,,無
村里長,臺南市將軍區平沙里,吳志凱,無
村里長,臺南市北門區雙春里,李連興,無
村里長,臺南市北門區文山里,李英信,無
村里長,臺南市新化區護國里,張國能,無
村里長,臺南市新化區太平里,李朝勝,無
村里長,臺南市新化區唪口里,蔡福成,無
村里長,臺南市新化區北勢里,鄭國正,無
村里長,臺南市新化區全興里,林慶隆,無
村里長,臺南市新化區崙頂里,林水鮫,無
村里長,臺南市新化區知義里,張嘉榮,無
村里長,臺南市新化區山脚里,林和村,無
村里長,臺南市新化區𦰡拔里,李瑞雄,無
村里長,臺南市新化區羊林里,黃啟展,無
村里長,臺南市新化區礁坑里,羅萬來,無
村里長,臺南市善化區東關里,張芳睿,無
村里長,臺南市善化區文昌里,李立先,無
村里長,臺南市善化區南關里,許義方,無
村里長,臺南市善化區文正里,胡志賢,無
村里長,臺南市善化區胡家里,陳彥宏,無
村里長,臺南市善化區胡厝里,陳順隆,無
村里長,臺南市善化區什乃里,王榮勳,無
村里長,臺南市善化區溪美里,李志明,無
村里長,臺南市善化區嘉南里,林儀伍,無
村里長,臺南市善化區昌隆里,蘇茂榕,無
村里長,臺南市善化區蓮潭里,陳紫晶,無
村里長,臺南市新市區新市里,鄭明堂,無
村里長,臺南市新市區新和里,李富文,無
村里長,臺南市安定區港尾里,鄭道隆,無
村里長,臺南市安定區中沙里,王猷欽,無
村里長,臺南市安定區海寮里,王昭彬,無
村里長,臺南市安定區文科里,蕭瑞興,無
村里長,臺南市山上區南洲里,李振家,無
村里長,臺南市玉井區玉井里,葉俊甫,無
村里長,臺南市玉井區中正里,王清風,無
村里長,臺南市玉井區竹圍里,劉木圍,無
村里長,臺南市玉井區三埔里,陳金敏,無
村里長,臺南市玉井區三和里,李寶雄,無
村里長,臺南市玉井區望明里,李麗華,無
村里長,臺南市楠西區楠西里,劉富誠,無
村里長,臺南市楠西區照興里,江森原,無
村里長,臺南市楠西區東勢里,張事民,無
村里長,臺南市南化區小崙里,張毓仁,無
村里長,臺南市南化區北平里,洪明石,無
村里長,臺南市南化區北寮里,李坤童,無
村里長,臺南市南化區玉山里,邱永霖,無
村里長,臺南市南化區關山里,謝國男,無
村里長,臺南市左鎮區澄山里,穆宏男,無
村里長,臺南市左鎮區二寮里,楊來枝,無
村里長,臺南市仁德區土庫里,黃富建,無
村里長,臺南市仁德區一甲里,楊富田,無
村里長,臺南市仁德區成功里,鄭晴而,無
村里長,臺南市仁德區仁愛里,張台昇,無
村里長,臺南市仁德區二行里,吳忠慶,無
村里長,臺南市仁德區中洲里,葉清仁,無
村里長,臺南市仁德區文賢里,林江溪,無
村里長,臺南市歸仁區後市里,張文義,無
村里長,臺南市歸仁區辜厝里,陳朝騫,無
村里長,臺南市歸仁區看西里,楊專成,無
村里長,臺南市歸仁區看東里,王正慎,無
村里長,臺南市歸仁區崙頂里,徐進德,無
村里長,臺南市歸仁區沙崙里,李明山,無
村里長,臺南市歸仁區武東里,劉延欽,無
村里長,臺南市歸仁區八甲里,黃國勛,無
村里長,臺南市歸仁區媽廟里,張宏志,無
村里長,臺南市歸仁區南興里,朱璟漢,無
村里長,臺南市歸仁區歸南里,吳忠霖,無
村里長,臺南市關廟區關廟里,楊宗輝,無
村里長,臺南市關廟區山西里,楊啓賢,無
村里長,臺南市關廟區北勢里,郭水道,無
村里長,臺南市關廟區新光里,黃瑞池,無
村里長,臺南市關廟區東勢里,方耀南,無
村里長,臺南市關廟區布袋里,陳龍目,無
村里長,臺南市關廟區埤頭里,許文進,無
村里長,臺南市龍崎區土崎里,林宏忠,無
村里長,臺南市龍崎區中坑里,陳茂全,無
村里長,臺南市龍崎區楠坑里,洪坤木,無
村里長,臺南市永康區王行里,陳丁為,無
村里長,臺南市永康區三民里,陳和志,無
村里長,臺南市永康區甲頂里,吳和祥,民主進步黨
村里長,臺南市永康區大灣里,鄭文義,無
村里長,臺南市永康區南灣里,詹瑞美,無
村里長,臺南市永康區新樹里,陳日祥,無
村里長,臺南市永康區神洲里,歐煌崇,無
村里長,臺南市永康區光復里,蔡金山,無
村里長,臺南市永康區塩洲里,毛三宝,無
村里長,臺南市永康區北興里,鄭文生,無
村里長,臺南市永康區永明里,吳深濤,無
村里長,臺南市東區富裕里,董進龍,無
村里長,臺南市東區裕農里,陳良濱,中國國民黨
村里長,臺南市東區崇學里,陳長提,中國國民黨
村里長,臺南市東區泉南里,洪孟甫,中國國民黨
村里長,臺南市東區東安里,吳參賢,中國國民黨
村里長,臺南市東區路東里,楊華珍,無
村里長,臺南市東區圍下里,石桂霖,無
村里長,臺南市東區大學里,黄荀武,中國國民黨
村里長,臺南市東區龍山里,許福銘,無
村里長,臺南市東區虎尾里,李泓嶢,無
村里長,臺南市東區大福里,陳錦秀,民主進步黨
村里長,臺南市東區崇德里,陳福來,中國國民黨
村里長,臺南市東區崇成里,陳文進,中國國民黨
村里長,臺南市東區德光里,曾國全,中國國民黨
村里長,臺南市東區崇信里,葉輝宏,無
村里長,臺南市南區明德里,陳瑞華,中國國民黨
村里長,臺南市南區大成里,鄭宏源,無
村里長,臺南市南區廣州里,許林麗玉,無
村里長,臺南市南區新昌里,郭志興,無
村里長,臺南市南區新興里,邱志初,民主進步黨
村里長,臺南市南區光明里,黃榮籐,無
村里長,臺南市南區喜東里,蔡祠重,無
村里長,臺南市南區喜北里,林鴻儒,無
村里長,臺南市南區喜南里,曹和田,無
村里長,臺南市南區省躬里,杜枝文,無
村里長,臺南市南區興農里,段美珠,無
村里長,臺南市南區大林里,劉相明,無
村里長,臺南市南區大忠里,許智雄,無
村里長,臺南市南區大恩里,施國熙,無
村里長,臺南市南區文華里,李秉樺,無
村里長,臺南市南區金華里,柯崑城,無
村里長,臺南市南區開南里,梁坤財,無
村里長,臺南市南區彰南里,吳明達,無
村里長,臺南市南區文南里,陳清泉,無
村里長,臺南市南區永寧里,王育貞,無
村里長,臺南市北區東興里,王泉尚,無
村里長,臺南市北區大豐里,余禮南,無
村里長,臺南市北區正覺里,吳銅吉,民主進步黨
村里長,臺南市北區成功里,鄭景元,民主進步黨
村里長,臺南市北區大港里,黃良賢,無
村里長,臺南市北區中樓里,楊政衡,中國國民黨
村里長,臺南市北區大和里,陳美惠,無
村里長,臺南市北區賢北里,黃富得,無
村里長,臺南市北區合興里,吳承芳,無
村里長,臺南市北區大興里,黃文宗,無
村里長,臺南市北區元美里,侯喬蓁,民主進步黨
村里長,臺南市安南區州北里,康瀚仁,無
村里長,臺南市安南區安東里,吳金城,民主進步黨
村里長,臺南市安南區頂安里,吳勝智,無
村里長,臺南市安南區原佃里,莊國隆,無
村里長,臺南市安南區公親里,王金樹,無
村里長,臺南市安南區海東里,郭東勛,無
村里長,臺南市安南區溪心里,劉澤民,無
村里長,臺南市安南區塩田里,朱小蓮,無
村里長,臺南市安南區佃東里,程全祿,無
村里長,臺南市安南區城東里,郭峻民,無
村里長,臺南市安南區溪北里,王東從,無
村里長,臺南市安南區溪東里,林清遙,無
村里長,臺南市安南區淵中里,吳孟忠,無
村里長,臺南市安南區媽祖宮里,林志英,無
村里長,臺南市安平區漁光里,林寧峰,無
村里長,臺南市安平區文平里,李瑞福,民主進步黨
村里長,臺南市安平區億載里,鄭聰維,無
村里長,臺南市安平區平安里,蔡陳阿麗,無
村里長,臺南市安平區天妃里,周明財,無
村里長,臺南市安平區王城里,黃景星,民主進步黨
村里長,臺南市中西區郡王里,陳建宇,無
村里長,臺南市中西區法華里,吳育融,無
村里長,臺南市中西區開山里,呂基正,無
村里長,臺南市中西區永華里,鄭雀燕,無
村里長,臺南市中西區光賢里,洪金安,無
村里長,臺南市中西區城隍里,曾景亮,無
村里長,臺南市中西區南美里,曾朝欽,中國國民黨
村里長,臺南市中西區南門里,蘇雅子,中國國民黨
村里長,高雄市鹽埕區中山里,易明忠,無
村里長,高雄市鹽埕區育仁里,葛有力,無
村里長,高雄市鹽埕區河濱里,林德松,無
村里長,高雄市鹽埕區南端里,陳清標,無
村里長,高雄市鹽埕區江西里,鄭錫國,無
村里長,高雄市鹽埕區江南里,蔡德龍,民主進步黨
村里長,高雄市鼓山區鼓峰里,麥克士,中國國民黨
村里長,高雄市鼓山區前峰里,盧明惠,中國國民黨
村里長,高雄市鼓山區民族里,朱春木,中國國民黨
村里長,高雄市鼓山區內惟里,林進發,無
村里長,高雄市鼓山區忠正里,洪吉祥,無
村里長,高雄市鼓山區自強里,方紹義,中國國民黨
村里長,高雄市鼓山區正德里,朱榮俊,中國國民黨
村里長,高雄市鼓山區平和里,陳玉芳,民主進步黨
村里長,高雄市鼓山區裕豐里,周恆功,中國國民黨
村里長,高雄市鼓山區鼓岩里,方國智,無
村里長,高雄市鼓山區樹德里,黃武田,無
村里長,高雄市鼓山區寶樹里,王登科,無
村里長,高雄市鼓山區興宗里,楊孟翰,無
村里長,高雄市鼓山區登山里,許永堃,無
村里長,高雄市鼓山區峰南里,王宋金花,中國國民黨
村里長,高雄市鼓山區麗興里,王志斌,無
村里長,高雄市鼓山區維生里,董錦昌,無
村里長,高雄市鼓山區惠安里,洪進成,無
村里長,高雄市鼓山區壽山里,陳進興,民主進步黨
村里長,高雄市左營區尾西里,郭錦彬,無
村里長,高雄市左營區中北里,謝瑞真,無
村里長,高雄市左營區中南里,蔣金守,無
村里長,高雄市左營區廟東里,謝惠娟,無
村里長,高雄市左營區尾南里,余建明,無
村里長,高雄市左營區永清里,郭鎮國,中國國民黨
村里長,高雄市左營區明建里,顏靜玉,無
村里長,高雄市左營區聖后里,裴天成,無
村里長,高雄市左營區聖南里,陳勇利,無
村里長,高雄市左營區城南里,謝金得,無
村里長,高雄市左營區路東里,黃秀綢,無
村里長,高雄市左營區廍南里,陳美惠,無
村里長,高雄市左營區埤西里,余清榮,無
村里長,高雄市左營區海勝里,梁西榮,中國國民黨
村里長,高雄市左營區果峰里,曾瑞水,中國國民黨
村里長,高雄市左營區新下里,黃慶德,中國國民黨
村里長,高雄市左營區新中里,黃昱誌,無
村里長,高雄市楠梓區五常里,曾榮璋,無
村里長,高雄市楠梓區享平里,陳顯能,無
村里長,高雄市楠梓區金田里,邱世宗,無
村里長,高雄市楠梓區瑞屏里,郭進和,無
村里長,高雄市楠梓區宏毅里,馮靖絨,無
村里長,高雄市楠梓區大昌里,戴嘉育,中國國民黨
村里長,高雄市楠梓區福昌里,張育綺,無
村里長,高雄市楠梓區建昌里,曾讚義,中國國民黨
村里長,高雄市楠梓區仁昌里,王永坤,中國國民黨
村里長,高雄市楠梓區中興里,黃朝吉,無
村里長,高雄市三民區鼎金里,高豐麟,無
村里長,高雄市三民區鼎力里,沈巽榮,無
村里長,高雄市三民區鼎西里,姚素眞,民主進步黨
村里長,高雄市三民區鼎中里,李水發,無
村里長,高雄市三民區鼎泰里,張吉雄,無
村里長,高雄市三民區本館里,簡明鎮,無
村里長,高雄市三民區本和里,陳文旗,無
村里長,高雄市三民區寶獅里,林昆明,無
村里長,高雄市三民區寶華里,李清樺,無
村里長,高雄市三民區寶民里,陳詩椿,無
村里長,高雄市三民區寶業里,林煥然,民主進步黨
村里長,高雄市三民區寶龍里,黃美琴,無
村里長,高雄市三民區灣勝里,陳金櫃,民主進步黨
村里長,高雄市三民區灣復里,吳國清,無
村里長,高雄市三民區安寧里,郭海定,民主進步黨
村里長,高雄市三民區安和里,傅秋陽,民主進步黨
村里長,高雄市三民區達德里,陳國枝,無
村里長,高雄市三民區達明里,張簡王玉珠,民主進步黨
村里長,高雄市三民區德仁里,袁碧嬌,民主進步黨
村里長,高雄市三民區德東里,許玉秀,無
村里長,高雄市三民區立誠里,陳永進,中國國民黨
村里長,高雄市三民區立業里,陳姵羽,無
村里長,高雄市三民區港東里,張士賢,無
村里長,高雄市三民區港西里,閩興傳,民主進步黨
村里長,高雄市三民區博愛里,鍾秋美,無
村里長,高雄市三民區建東里,陳建藏,無
村里長,高雄市三民區鳳北里,鄭健村,無
村里長,高雄市三民區川東里,李明海,無
村里長,高雄市三民區千歲里,許婉羚,無
村里長,高雄市新興區浩然里,張榮源,中國國民黨
村里長,高雄市新興區德生里,吳三雄,民主進步黨
村里長,高雄市新興區正氣里,沈玉玲,無
村里長,高雄市新興區德政里,謝國男,無
村里長,高雄市新興區仁聲里,蕭育霞,無
村里長,高雄市新興區德望里,林郭麗玉,無
村里長,高雄市新興區華聲里,林禮志,無
村里長,高雄市新興區玉衡里,蔡瑞彬,無
村里長,高雄市新興區興昌里,黃少嫻,無
村里長,高雄市新興區開平里,陳朝居,無
村里長,高雄市新興區新江里,王金龍,無
村里長,高雄市新興區黎明里,許耀科,民主進步黨
村里長,高雄市新興區愛平里,高文龍,無
村里長,高雄市新興區南港里,陳福明,民主進步黨
村里長,高雄市新興區中東里,林明雄,無
村里長,高雄市新興區明莊里,莊其章,無
村里長,高雄市新興區大明里,徐慶宗,民主進步黨
村里長,高雄市新興區秋山里,許吳瑞珍,無
村里長,高雄市新興區長驛里,葉智陽,無
村里長,高雄市新興區建興里,薛富升,民主進步黨
村里長,高雄市新興區建華里,吳文欽,無
村里長,高雄市前金區草江里,陳振琦,無
村里長,高雄市前金區東金里,謝仲箎,無
村里長,高雄市前金區新生里,康文展,無
村里長,高雄市前金區後金里,施孟均,無
村里長,高雄市前金區長興里,白宗正,無
村里長,高雄市前金區社西里,薛寶琴,無
村里長,高雄市前金區長生里,陳宗佐,無
村里長,高雄市前金區榮復里,顏炳豪,無
村里長,高雄市前金區文西里,賴勇村,無
村里長,高雄市苓雅區博仁里,陳奇伯,中國國民黨
村里長,高雄市苓雅區苓洲里,吳弘宜,中國國民黨
村里長,高雄市苓雅區城西里,朱育賢,無
村里長,高雄市苓雅區意誠里,蕭長保,中國國民黨
村里長,高雄市苓雅區鼓中里,郭明鴻,無
村里長,高雄市苓雅區田西里,郭國民,中國國民黨
村里長,高雄市苓雅區人和里,林志田,民主進步黨
村里長,高雄市苓雅區仁政里,黃裕庭,無
村里長,高雄市苓雅區美田里,吳金對,無
村里長,高雄市苓雅區華堂里,曾興德,無
村里長,高雄市苓雅區林富里,林進安,無
村里長,高雄市苓雅區林安里,張列綱,無
村里長,高雄市苓雅區光華里,吳照鉠,民主進步黨
村里長,高雄市苓雅區林興里,黃培裕,民主進步黨
村里長,高雄市苓雅區林南里,黃旭煌,無
村里長,高雄市苓雅區中正里,胡維成,中國國民黨
村里長,高雄市苓雅區尚義里,曾蔡玉燕,中國國民黨
村里長,高雄市苓雅區同慶里,高文明,無
村里長,高雄市苓雅區凱旋里,錢雲徽,中國國民黨
村里長,高雄市苓雅區奏捷里,林豐富,民主進步黨
村里長,高雄市苓雅區福壽里,郭寬洲,民主進步黨
村里長,高雄市苓雅區民主里,陳文程,無
村里長,高雄市苓雅區林德里,翁正財,無
村里長,高雄市苓雅區林榮里,王文祿,無
村里長,高雄市苓雅區福隆里,郭彌堅,民主進步黨
村里長,高雄市苓雅區福祥里,劉榮福,民主進步黨
村里長,高雄市苓雅區福西里,黃正德,無
村里長,高雄市苓雅區正文里,莊文忠,無
村里長,高雄市苓雅區正道里,楊舜堡,無
村里長,高雄市苓雅區正義里,劉銀連,中國國民黨
村里長,高雄市苓雅區衛武里,邱秀迷,無
村里長,高雄市前鎮區草衙里,李忠正,無
村里長,高雄市前鎮區平等里,施長欽,民主進步黨
村里長,高雄市前鎮區平昌里,高琅璋,民主進步黨
村里長,高雄市前鎮區明禮里,莊志明,民主進步黨
村里長,高雄市前鎮區信德里,李竣帆,無
村里長,高雄市前鎮區興化里,朱蘇來蔭,無
村里長,高雄市前鎮區鎮東里,蔡川士,無
村里長,高雄市前鎮區鎮榮里,黃士誠,民主進步黨
村里長,高雄市前鎮區鎮北里,許昭褔,無
村里長,高雄市前鎮區忠誠里,吳安美,中國國民黨
村里長,高雄市前鎮區民權里,吳政昇,無
村里長,高雄市前鎮區良和里,陳瑞銓,中國國民黨
村里長,高雄市前鎮區盛豐里,王志濱,無
村里長,高雄市前鎮區興中里,狄金山,中國國民黨
村里長,高雄市前鎮區興東里,陳建銘,無
村里長,高雄市前鎮區復國里,呂建霖,民主進步黨
村里長,高雄市前鎮區竹東里,李春桂,無
村里長,高雄市前鎮區竹西里,林金良,無
村里長,高雄市前鎮區瑞竹里,許益彰,無
村里長,高雄市前鎮區瑞東里,許振稽,民主進步黨
村里長,高雄市前鎮區瑞華里,蘇榮隆,無
村里長,高雄市旗津區永安里,黃修和,無
村里長,高雄市旗津區振興里,黃見益,無
村里長,高雄市旗津區復興里,張順皇,無
村里長,高雄市小港區港正里,方林秀娥,無
村里長,高雄市小港區港墘里,吳文德,無
村里長,高雄市小港區港明里,李文正,無
村里長,高雄市小港區港后里,柯文世,民主進步黨
村里長,高雄市小港區港興里,歐慧玲,民主進步黨
村里長,高雄市小港區鳳宮里,曾清全,無
村里長,高雄市小港區青島里,戴又媛,中國國民黨
村里長,高雄市小港區松金里,沈添福,無
村里長,高雄市小港區大坪里,梁正義,無
村里長,高雄市小港區龍鳳里,黃文裕,無
村里長,高雄市小港區鳳興里,洪富賢,無
村里長,高雄市小港區鳳源里,張宇讚,無
村里長,高雄市鳳山區成功里,鄭美玉,無
村里長,高雄市鳳山區光明里,王俊富,無
村里長,高雄市鳳山區興中里,林天財,中國國民黨
村里長,高雄市鳳山區南興里,廖春花,無
村里長,高雄市鳳山區和德里,吳金池,無
村里長,高雄市鳳山區鳳崗里,董錦慧,中國國民黨
村里長,高雄市鳳山區鎮北里,趙志成,無
村里長,高雄市鳳山區縣衙里,王鈴雅,中國國民黨
村里長,高雄市鳳山區文英里,鄭鴻章,無
村里長,高雄市鳳山區鎮東里,張簡裕芳,無
村里長,高雄市鳳山區埤頂里,謝順和,無
村里長,高雄市鳳山區誠義里,劉啓芳,中國國民黨
村里長,高雄市鳳山區新興里,郭傅美金,無
村里長,高雄市鳳山區忠誠里,陳永壽,無
村里長,高雄市鳳山區瑞興里,王玉蘭,中國國民黨
村里長,高雄市鳳山區國光里,呂岳霖,無
村里長,高雄市鳳山區國隆里,呂富貴,無
村里長,高雄市鳳山區文德里,謝智華,無
村里長,高雄市鳳山區興仁里,林曾桂花,無
村里長,高雄市鳳山區生明里,郭清竹,中國國民黨
村里長,高雄市鳳山區協和里,羅美滿,無
村里長,高雄市鳳山區文山里,黃惠玲,民主進步黨
村里長,高雄市鳳山區福誠里,許德發,民主進步黨
村里長,高雄市鳳山區三民里,黃榮貴,無
村里長,高雄市鳳山區北門里,謝秀霞,民主進步黨
村里長,高雄市鳳山區富甲里,王筱銜,無
村里長,高雄市鳳山區南成里,楊居財,無
村里長,高雄市鳳山區文華里,張嘉玲,無
村里長,高雄市鳳山區文福里,余世善,無
村里長,高雄市鳳山區誠信里,蔡自謄,中國國民黨
